Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Los Angeles,United States,AY-10555,Andy Yotov,4/6/2018,CA-2018-102652,90049,OFF-PA-10003309,Xerox 211,West,Corporate,California,Paper,0.00%,$9 ,3,$19 
Office Supplies,San Francisco,United States,DB-13120,David Bremer,9/3/2019,CA-2019-130204,94122,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,Corporate,California,Storage,0.00%,$8 ,3,$31 
Office Supplies,Seattle,United States,Dl-13600,Dorris liebe,3/30/2018,CA-2018-133424,98105,OFF-ST-10002957,Sterilite Show Offs Storage Containers,West,Corporate,Washington,Storage,0.00%,$0 ,3,$16 
Office Supplies,Los Angeles,United States,RP-19855,Roy Phan,9/28/2019,CA-2019-129546,90032,OFF-SU-10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,West,Corporate,California,Supplies,0.00%,$14 ,3,$47 
Office Supplies,Los Angeles,United States,SC-20440,Shaun Chance,9/24/2019,CA-2019-103835,90032,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,West,Corporate,California,Appliances,0.00%,$336 ,4,"$1,158 "
Office Supplies,Las Vegas,United States,AG-10300,Aleksandra Gannaway,11/19/2019,CA-2019-166800,89115,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,West,Corporate,Nevada,Appliances,0.00%,$8 ,4,$31 
Office Supplies,San Francisco,United States,NB-18655,Nona Balk,10/29/2019,CA-2019-110289,94109,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",West,Corporate,California,Envelopes,0.00%,$103 ,4,$211 
Office Supplies,Los Angeles,United States,GB-14530,George Bell,12/5/2019,CA-2019-149566,90049,OFF-LA-10000452,Avery 488,West,Corporate,California,Labels,0.00%,$6 ,4,$13 
Office Supplies,Los Angeles,United States,JM-15265,Janet Molinari,8/25/2018,CA-2018-104178,90036,OFF-PA-10004983,Xerox 23,West,Corporate,California,Paper,0.00%,$12 ,4,$26 
Office Supplies,Los Angeles,United States,BP-11095,Bart Pistole,3/23/2019,CA-2019-138219,90049,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",West,Corporate,California,Paper,0.00%,$17 ,4,$33 
Office Supplies,San Diego,United States,JD-16150,Justin Deggeller,3/22/2019,US-2019-163279,92037,OFF-PA-10003127,Easy-staple paper,West,Corporate,California,Paper,0.00%,$49 ,4,$106 
Office Supplies,San Francisco,United States,AJ-10795,Anthony Johnson,12/29/2018,CA-2018-110786,94110,OFF-PA-10000528,Xerox 1981,West,Corporate,California,Paper,0.00%,$10 ,4,$21 
Office Supplies,Caldwell,United States,SH-19975,Sally Hughsby,12/10/2018,US-2018-112991,83605,OFF-PA-10000019,Xerox 1931,West,Corporate,Idaho,Paper,0.00%,$12 ,4,$26 
Office Supplies,Caldwell,United States,SH-19975,Sally Hughsby,12/10/2018,US-2018-112991,83605,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Corporate,Idaho,Paper,0.00%,$42 ,4,$91 
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,11/24/2018,CA-2018-127131,98103,OFF-PA-10001800,Xerox 220,West,Corporate,Washington,Paper,0.00%,$12 ,4,$26 
Office Supplies,Los Angeles,United States,JM-15265,Janet Molinari,8/25/2018,CA-2018-104178,90036,OFF-ST-10004258,Portable Personal File Box,West,Corporate,California,Storage,0.00%,$13 ,4,$49 
Office Supplies,Los Angeles,United States,GG-14650,Greg Guthrie,10/31/2018,CA-2018-106439,90049,OFF-ST-10001963,Tennsco Regal Shelving Units,West,Corporate,California,Storage,0.00%,$12 ,4,$406 
Office Supplies,Oxnard,United States,BP-11095,Bart Pistole,7/26/2019,CA-2019-148180,93030,OFF-AR-10002067,Newell 334,West,Corporate,California,Art,0.00%,$26 ,5,$99 
Office Supplies,San Francisco,United States,ME-18010,Michelle Ellison,7/21/2018,CA-2018-116932,94122,OFF-AR-10002067,Newell 334,West,Corporate,California,Art,0.00%,$26 ,5,$99 
Office Supplies,Yucaipa,United States,ON-18715,Odella Nelson,8/13/2019,CA-2019-112014,92399,OFF-AR-10003156,50 Colored Long Pencils,West,Corporate,California,Art,0.00%,$13 ,5,$51 
Office Supplies,Seattle,United States,CM-12715,Craig Molinari,3/7/2018,CA-2018-104563,98103,OFF-AR-10000390,Newell Chalk Holder,West,Corporate,Washington,Art,0.00%,$9 ,5,$21 
Office Supplies,San Francisco,United States,NB-18655,Nona Balk,10/29/2019,CA-2019-110289,94109,OFF-PA-10002986,Xerox 1898,West,Corporate,California,Paper,0.00%,$16 ,5,$33 
Office Supplies,Los Angeles,United States,GG-14650,Greg Guthrie,10/31/2018,CA-2018-106439,90049,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",West,Corporate,California,Storage,0.00%,$21 ,5,$80 
Office Supplies,Seattle,United States,CM-12715,Craig Molinari,3/7/2018,CA-2018-104563,98103,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",West,Corporate,Washington,Storage,0.00%,$0 ,5,$205 
Office Supplies,San Francisco,United States,NC-18535,Nick Crebassa,7/23/2018,CA-2018-145254,94122,OFF-SU-10004664,Acme Softgrip Scissors,West,Corporate,California,Supplies,0.00%,$12 ,5,$41 
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,11/24/2018,CA-2018-127131,98103,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Corporate,Washington,Storage,0.00%,$10 ,6,$486 
Office Supplies,Seattle,United States,MC-18130,Mike Caudle,9/19/2018,CA-2018-132787,98115,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",West,Corporate,Washington,Storage,0.00%,$25 ,6,$93 
Office Supplies,San Diego,United States,SB-20290,Sean Braxton,9/11/2019,CA-2019-153794,92024,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",West,Corporate,California,Art,0.00%,$80 ,7,$266 
Office Supplies,Moreno Valley,United States,EM-13825,Elizabeth Moffitt,1/26/2019,CA-2019-109603,92553,OFF-PA-10003790,Xerox 1991,West,Corporate,California,Paper,0.00%,$84 ,8,$183 
Office Supplies,San Francisco,United States,AJ-10795,Anthony Johnson,12/29/2018,CA-2018-110786,94110,OFF-LA-10001474,Avery 477,West,Corporate,California,Labels,0.00%,$126 ,9,$275 
Office Supplies,Los Angeles,United States,GG-14650,Greg Guthrie,10/31/2018,CA-2018-106439,90049,OFF-PA-10000477,Xerox 1952,West,Corporate,California,Paper,0.00%,$30 ,13,$65 
Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,11/26/2018,CA-2018-141110,93727,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,West,Corporate,California,Binders,20.00%,$3 ,1,$7 
Office Supplies,Boise,United States,NS-18640,Noel Staavos,8/7/2019,CA-2019-163895,83704,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Corporate,Idaho,Binders,20.00%,$1 ,1,$3 
Office Supplies,Seattle,United States,AG-10495,Andrew Gjertsen,10/23/2019,CA-2019-142692,98105,OFF-BI-10004140,Avery Non-Stick Binders,West,Corporate,Washington,Binders,20.00%,$1 ,1,$4 
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,9/26/2019,CA-2019-124800,85204,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,Corporate,Arizona,Appliances,20.00%,$14 ,2,$61 
Office Supplies,Louisville,United States,MK-17905,Michael Kennedy,12/18/2019,CA-2019-107468,80027,OFF-AR-10000634,Newell 320,West,Corporate,Colorado,Art,20.00%,$1 ,2,$7 
Office Supplies,Los Angeles,United States,GG-14650,Greg Guthrie,10/31/2018,CA-2018-106439,90049,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",West,Corporate,California,Binders,20.00%,$5 ,2,$16 
Office Supplies,Sacramento,United States,DM-12955,Dario Medina,4/10/2019,CA-2019-168767,95823,OFF-BI-10000773,Insertable Tab Post Binder Dividers,West,Corporate,California,Binders,20.00%,$4 ,2,$13 
Office Supplies,Glendale,United States,JM-15655,Jim Mitchum,4/8/2018,CA-2018-100363,85301,OFF-FA-10000611,Binder Clips by OIC,West,Corporate,Arizona,Fasteners,20.00%,$1 ,2,$2 
Office Supplies,Gilbert,United States,CY-12745,Craig Yedwab,6/28/2019,CA-2019-112144,85234,OFF-LA-10000443,Avery 501,West,Corporate,Arizona,Labels,20.00%,$2 ,2,$6 
Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,11/26/2018,CA-2018-141110,93727,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,West,Corporate,California,Binders,20.00%,$2 ,3,$4 
Office Supplies,Los Angeles,United States,GG-14650,Greg Guthrie,10/31/2018,CA-2018-106439,90049,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",West,Corporate,California,Binders,20.00%,$6 ,3,$19 
Office Supplies,Oxnard,United States,BP-11095,Bart Pistole,7/26/2019,CA-2019-148180,93030,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",West,Corporate,California,Binders,20.00%,$3 ,3,$9 
Office Supplies,San Diego,United States,SF-20965,Sylvia Foulston,10/21/2018,CA-2018-169852,92024,OFF-BI-10001460,Plastic Binding Combs,West,Corporate,California,Binders,20.00%,$12 ,3,$36 
Office Supplies,San Diego,United States,BW-11110,Bart Watters,4/26/2019,CA-2019-137302,92105,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,Corporate,California,Binders,20.00%,$18 ,3,$50 
Office Supplies,San Francisco,United States,AJ-10795,Anthony Johnson,12/29/2018,CA-2018-110786,94110,OFF-BI-10003305,Avery Hanging File Binders,West,Corporate,California,Binders,20.00%,$5 ,3,$14 
Office Supplies,Glendale,United States,JM-15655,Jim Mitchum,4/8/2018,CA-2018-100363,85301,OFF-PA-10004733,Things To Do Today Spiral Book,West,Corporate,Arizona,Paper,20.00%,$7 ,3,$19 
Office Supplies,Tucson,United States,BF-11275,Beth Fritzler,3/22/2018,CA-2018-148040,85705,OFF-PA-10002581,Xerox 1951,West,Corporate,Arizona,Paper,20.00%,$23 ,3,$74 
Office Supplies,Colorado Springs,United States,HG-14965,Henry Goldwyn,12/8/2019,CA-2019-156118,80906,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,West,Corporate,Colorado,Paper,20.00%,$5 ,3,$16 
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,10/26/2019,CA-2019-150714,97477,OFF-PA-10001497,Xerox 1914,West,Corporate,Oregon,Paper,20.00%,$48 ,3,$132 
Office Supplies,Seattle,United States,ME-18010,Michelle Ellison,5/21/2019,CA-2019-169278,98105,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,West,Corporate,Washington,Binders,20.00%,$9 ,4,$27 
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,9/26/2019,CA-2019-124800,85204,OFF-PA-10000501,Petty Cash Envelope,West,Corporate,Arizona,Paper,20.00%,$31 ,4,$86 
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,9/26/2019,CA-2019-124800,85204,OFF-ST-10002743,SAFCO Boltless Steel Shelving,West,Corporate,Arizona,Storage,20.00%,($86),4,$364 
Office Supplies,Aurora,United States,SC-20440,Shaun Chance,10/1/2019,CA-2019-166135,80013,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Corporate,Colorado,Storage,20.00%,$17 ,4,$139 
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,10/26/2019,CA-2019-150714,97477,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,Corporate,Oregon,Appliances,20.00%,$20 ,5,$204 
Office Supplies,Seattle,United States,BF-11020,Barry Französisch,2/15/2018,CA-2018-165568,98105,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,West,Corporate,Washington,Binders,20.00%,$7 ,5,$21 
Office Supplies,Colorado Springs,United States,SP-20620,Stefania Perrino,1/6/2019,CA-2019-149636,80906,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",West,Corporate,Colorado,Paper,20.00%,$9 ,5,$30 
Office Supplies,Tempe,United States,ON-18715,Odella Nelson,9/13/2018,CA-2018-140039,85281,OFF-ST-10001034,Eldon File Chest Portable File,West,Corporate,Arizona,Storage,20.00%,$6 ,5,$79 
Office Supplies,Los Angeles,United States,RP-19855,Roy Phan,9/28/2019,CA-2019-129546,90032,OFF-BI-10004001,GBC Recycled VeloBinder Covers,West,Corporate,California,Binders,20.00%,$27 ,6,$82 
Office Supplies,Los Angeles,United States,AG-10300,Aleksandra Gannaway,4/26/2018,CA-2018-147298,90049,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",West,Corporate,California,Binders,20.00%,$6 ,6,$18 
Office Supplies,Oxnard,United States,BP-11095,Bart Pistole,7/26/2019,CA-2019-148180,93030,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,West,Corporate,California,Binders,20.00%,$8 ,6,$23 
Office Supplies,San Diego,United States,EB-13705,Ed Braxton,10/2/2019,CA-2019-104493,92105,OFF-BI-10004817,GBC Personal VeloBind Strips,West,Corporate,California,Binders,20.00%,$20 ,6,$58 
Office Supplies,San Francisco,United States,EB-13705,Ed Braxton,7/8/2018,CA-2018-100090,94122,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",West,Corporate,California,Binders,20.00%,$69 ,6,$197 
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,10/26/2019,CA-2019-150714,97477,OFF-LA-10001474,Avery 477,West,Corporate,Oregon,Labels,20.00%,$48 ,6,$147 
Office Supplies,Mesa,United States,DM-12955,Dario Medina,12/9/2018,CA-2018-101175,85204,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,West,Corporate,Arizona,Storage,20.00%,($1),6,$101 
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,9/26/2019,CA-2019-124800,85204,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,West,Corporate,Arizona,Storage,20.00%,($1),6,$120 
Office Supplies,Colorado Springs,United States,ER-13855,Elpida Rittenbach,12/21/2019,CA-2019-127019,80906,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,West,Corporate,Colorado,Appliances,20.00%,$5 ,7,$61 
Office Supplies,Redondo Beach,United States,KN-16450,Kean Nguyen,4/12/2018,CA-2018-154599,90278,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,Corporate,California,Binders,20.00%,$7 ,7,$18 
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,11/24/2018,CA-2018-127131,98103,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,West,Corporate,Washington,Binders,20.00%,$4 ,7,$12 
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,10/26/2019,CA-2019-150714,97477,OFF-ST-10001809,Fellowes Officeware Wire Shelving,West,Corporate,Oregon,Storage,20.00%,($162),10,$719 
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,9/26/2019,CA-2019-124800,85204,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,West,Corporate,Arizona,Binders,70.00%,($48),2,$73 
Office Supplies,Phoenix,United States,RF-19345,Randy Ferguson,12/13/2018,CA-2018-124079,85023,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Corporate,Arizona,Binders,70.00%,($4),2,$5 
Office Supplies,Colorado Springs,United States,SP-20620,Stefania Perrino,1/6/2019,CA-2019-149636,80906,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,Corporate,Colorado,Binders,70.00%,($1),2,$2 
Office Supplies,Medford,United States,KB-16585,Ken Black,9/4/2019,CA-2019-101924,97504,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",West,Corporate,Oregon,Binders,70.00%,($7),2,$10 
Office Supplies,Phoenix,United States,MF-17665,Maureen Fritzler,12/30/2018,US-2018-169789,85023,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,West,Corporate,Arizona,Binders,70.00%,($460),5,$552 
Office Supplies,Springfield,United States,KH-16690,Kristen Hastings,10/26/2019,CA-2019-150714,97477,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,Corporate,Oregon,Binders,70.00%,($10),7,$14 
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,9/26/2019,CA-2019-124800,85204,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',West,Corporate,Arizona,Binders,70.00%,($59),9,$77 
Technology,Haltom City,United States,MM-18280,Muhammed MacIntyre,5/25/2019,CA-2019-132941,76117,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Central,Corporate,Texas,Accessories,20.00%,$36 ,2,$208 
Technology,Houston,United States,SV-20815,Stuart Van,9/21/2019,CA-2019-126697,77041,TEC-AC-10004353,Hypercom P1300 Pinpad,Central,Corporate,Texas,Accessories,20.00%,$32 ,3,$151 
Technology,San Antonio,United States,NS-18640,Noel Staavos,3/9/2019,CA-2019-123155,78207,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Central,Corporate,Texas,Phones,20.00%,$22 ,3,$360 
Technology,Coppell,United States,TP-21565,Tracy Poddar,3/1/2019,CA-2019-104052,75019,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Central,Corporate,Texas,Phones,20.00%,$35 ,4,$96 
Technology,San Antonio,United States,NS-18640,Noel Staavos,3/9/2019,CA-2019-123155,78207,TEC-AC-10002473,Maxell 4.7GB DVD-R,Central,Corporate,Texas,Accessories,20.00%,$30 ,5,$114 
Technology,Houston,United States,SV-20815,Stuart Van,9/21/2019,CA-2019-126697,77041,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Central,Corporate,Texas,Phones,20.00%,$118 ,7,$946 
Technology,Bristol,United States,JB-15400,Jennifer Braxton,9/3/2019,CA-2019-121608,6010,TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,East,Corporate,Connecticut,Phones,0.00%,$25 ,1,$100 
Technology,Wilmington,United States,TS-21370,Todd Sumrall,7/11/2019,CA-2019-136469,19805,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,East,Corporate,Delaware,Phones,0.00%,$193 ,2,$716 
Technology,New York City,United States,DH-13075,Dave Hallsten,3/20/2019,CA-2019-159534,10035,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,East,Corporate,New York,Phones,0.00%,$54 ,2,$200 
Technology,Newark,United States,JD-16150,Justin Deggeller,11/27/2019,CA-2019-145184,19711,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",East,Corporate,Delaware,Accessories,0.00%,$7 ,3,$105 
Technology,New York City,United States,AH-10030,Aaron Hawkins,12/31/2018,CA-2018-157644,10035,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",East,Corporate,New York,Accessories,0.00%,$11 ,3,$35 
Technology,Newark,United States,JD-16150,Justin Deggeller,11/27/2019,CA-2019-145184,19711,TEC-PH-10002350,Apple EarPods with Remote and Mic,East,Corporate,Delaware,Phones,0.00%,$24 ,3,$84 
Technology,New York City,United States,LW-16825,Laurel Workman,5/30/2018,CA-2018-103429,10024,TEC-PH-10003505,Geemarc AmpliPOWER60,East,Corporate,New York,Phones,0.00%,$135 ,5,$464 
Technology,New York City,United States,DR-12880,Dan Reichenbach,9/25/2019,CA-2019-103933,10011,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,East,Corporate,New York,Accessories,0.00%,$396 ,9,$900 
Technology,New York City,United States,KE-16420,Katrina Edelman,7/16/2019,US-2019-166520,10035,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,East,Corporate,New York,Accessories,0.00%,$192 ,10,$600 
Technology,Chesapeake,United States,ND-18460,Neil Ducich,2/6/2018,CA-2018-131905,23320,TEC-PH-10003645,Aastra 57i VoIP phone,South,Corporate,Virginia,Phones,0.00%,$42 ,1,$162 
Technology,Macon,United States,KC-16255,Karen Carlisle,9/8/2018,CA-2018-163293,31204,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,South,Corporate,Georgia,Accessories,0.00%,$13 ,3,$33 
Technology,Macon,United States,KC-16255,Karen Carlisle,9/8/2018,CA-2018-163293,31204,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Corporate,Georgia,Accessories,0.00%,$30 ,4,$84 
Technology,Chesapeake,United States,ND-18460,Neil Ducich,2/6/2018,CA-2018-131905,23320,TEC-PH-10001615,AT&T CL82213,South,Corporate,Virginia,Phones,0.00%,$42 ,5,$145 
Technology,Springfield,United States,CC-12610,Corey Catlett,8/27/2018,CA-2018-124688,22153,TEC-PH-10000455,GE 30522EE2,South,Corporate,Virginia,Phones,0.00%,$168 ,5,$580 
Technology,Raleigh,United States,FA-14230,Frank Atkinson,7/2/2019,CA-2019-140718,27604,TEC-PH-10003505,Geemarc AmpliPOWER60,South,Corporate,North Carolina,Phones,20.00%,$8 ,1,$74 
Technology,Lakeland,United States,MC-17605,Matt Connell,3/19/2018,CA-2018-103989,33801,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",South,Corporate,Florida,Accessories,20.00%,$53 ,2,$170 
Technology,Lakeland,United States,JE-15610,Jim Epp,6/11/2019,CA-2019-121720,33801,TEC-PH-10002496,Cisco SPA301,South,Corporate,Florida,Phones,20.00%,$31 ,2,$250 
Technology,Lakeland,United States,MC-17605,Matt Connell,3/19/2018,CA-2018-103989,33801,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,South,Corporate,Florida,Phones,20.00%,$28 ,3,$324 
Technology,San Francisco,United States,SC-20260,Scott Cohen,8/31/2019,CA-2019-111514,94122,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,West,Corporate,California,Accessories,0.00%,$16 ,1,$37 
Technology,Riverside,United States,JD-15895,Jonathan Doherty,7/20/2018,CA-2018-127866,92503,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",West,Corporate,California,Accessories,0.00%,$15 ,2,$42 
Technology,San Francisco,United States,TS-21205,Thomas Seio,11/17/2018,CA-2018-140662,94109,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,West,Corporate,California,Accessories,0.00%,$8 ,2,$100 
Technology,Los Angeles,United States,AM-10360,Alice McCarthy,3/23/2019,US-2019-107944,90008,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,West,Corporate,California,Accessories,0.00%,$86 ,3,$240 
Technology,La Quinta,United States,LO-17170,Lori Olson,9/6/2019,CA-2019-143238,92253,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,West,Corporate,California,Accessories,0.00%,$18 ,4,$46 
Technology,Seattle,United States,MZ-17515,Mary Zewe,11/11/2018,CA-2018-128524,98115,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,West,Corporate,Washington,Accessories,0.00%,$15 ,7,$102 
Technology,Seattle,United States,FH-14365,Fred Hopkins,3/19/2019,CA-2019-111829,98115,TEC-CO-10001766,Canon PC940 Copier,West,Corporate,Washington,Copiers,0.00%,"$1,480 ",7,"$3,150 "
Technology,Tempe,United States,ES-14080,Erin Smith,10/2/2018,CA-2018-108189,85281,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,West,Corporate,Arizona,Accessories,20.00%,$0 ,1,$7 
Technology,Tempe,United States,ES-14080,Erin Smith,10/2/2018,CA-2018-108189,85281,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,West,Corporate,Arizona,Phones,20.00%,$107 ,2,$318 
Technology,Springfield,United States,KB-16585,Ken Black,11/14/2019,CA-2019-138674,97477,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,West,Corporate,Oregon,Accessories,20.00%,$5 ,3,$91 
Technology,San Francisco,United States,SC-20260,Scott Cohen,8/31/2019,CA-2019-111514,94122,TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,West,Corporate,California,Machines,20.00%,$81 ,3,$240 
Technology,Tempe,United States,ES-14080,Erin Smith,10/2/2018,CA-2018-108189,85281,TEC-PH-10001557,Pyle PMP37LED,West,Corporate,Arizona,Phones,20.00%,$20 ,3,$230 
Technology,Springfield,United States,KB-16585,Ken Black,11/14/2019,CA-2019-138674,97477,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,West,Corporate,Oregon,Accessories,20.00%,$30 ,4,$160 
Technology,Los Angeles,United States,BP-11095,Bart Pistole,12/19/2018,CA-2018-162992,90008,TEC-PH-10002085,Clarity 53712,West,Corporate,California,Phones,20.00%,$16 ,4,$211 
Technology,Los Angeles,United States,JD-16150,Justin Deggeller,11/16/2018,CA-2018-119144,90008,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,West,Corporate,California,Phones,20.00%,($18),4,$80 
Technology,Los Angeles,United States,BP-11095,Bart Pistole,12/19/2018,CA-2018-162992,90008,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,West,Corporate,California,Phones,20.00%,$73 ,5,$584 
Technology,New York City,United States,KD-16495,Keith Dawkins,11/8/2019,CA-2019-114811,10024,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,East,Corporate,New York,Phones,0.00%,$143 ,2,$550 
Technology,New York City,United States,BF-11020,Barry Französisch,10/30/2019,CA-2019-145758,10024,TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,East,Corporate,New York,Machines,0.00%,$269 ,4,"$1,036 "
Technology,New York City,United States,KD-16495,Keith Dawkins,11/8/2019,CA-2019-114811,10024,TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,East,Corporate,New York,Machines,0.00%,"$2,229 ",4,"$4,644 "
Technology,Columbus,United States,MY-18295,Muhammed Yedwab,11/24/2018,CA-2018-105984,43229,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),East,Corporate,Ohio,Phones,40.00%,($210),5,"$1,050 "
Technology,Ann Arbor,United States,BM-11650,Brian Moss,10/9/2019,CA-2019-124107,48104,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Central,Corporate,Michigan,Phones,0.00%,$8 ,3,$29 
Technology,Ann Arbor,United States,BM-11650,Brian Moss,10/9/2019,CA-2019-124107,48104,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Central,Corporate,Michigan,Accessories,0.00%,$112 ,5,$620 
Technology,Port Arthur,United States,CA-11965,Carol Adams,11/21/2019,CA-2019-105690,77642,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Central,Corporate,Texas,Copiers,20.00%,$165 ,1,$440 
Technology,Laredo,United States,SP-20620,Stefania Perrino,12/30/2018,CA-2018-104738,78041,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Central,Corporate,Texas,Accessories,20.00%,$14 ,2,$48 
Technology,Mcallen,United States,MP-17965,Michael Paige,4/18/2019,US-2019-163433,78501,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Central,Corporate,Texas,Accessories,20.00%,$8 ,2,$41 
